model,llm_trait,sd3_trait,match_type,n,r,p,ci_low,ci_high,criterion_reliability,r_disattenuated_for_criterion,disattenuated_ci_low,disattenuated_ci_high
GPT-5,Machiavellianism,Machiavellianism,convergent,73,0.04675770479840061,0.694454113787953,-0.18530295359352844,0.2738787537067471,0.8486527480371162,0.050756091755184855,-0.20114874662157511,0.29729892031421584
GPT-5,Machiavellianism,Narcissism,discriminant,73,-0.11841595843185762,0.3183763582489127,-0.339241074789417,0.1147782969349064,0.791113737327714,-0.13313454901098423,-0.3814072705756176,0.1290447419506469
GPT-5,Machiavellianism,Psychopathy,discriminant,73,0.10358180925880561,0.3831661406144703,-0.12957330129759617,0.32588303780638617,0.7044660546823405,0.12341088223904488,-0.15437802778485962,0.38826810894893876
GPT-5,Narcissism,Machiavellianism,discriminant,73,0.10237369358909892,0.3887690286305141,-0.1307736745377536,0.3247912161347836,0.8486527480371162,0.11112796506006475,-0.14195651075302454,0.35256505507471025
GPT-5,Narcissism,Narcissism,convergent,73,0.28834945890246966,0.013363672960562767,0.06242333156919558,0.4861646805450869,0.791113737327714,0.3241900473290744,0.07018228122529933,0.5465928439593342
GPT-5,Narcissism,Psychopathy,discriminant,73,0.12162838529950151,0.30533069606469454,-0.11156066159583067,0.34212215680963776,0.7044660546823405,0.1449121852816634,-0.13291715764795428,0.4076159463473838
GPT-5,Psychopathy,Machiavellianism,discriminant,73,0.2122137923680936,0.07147450292509437,-0.018769895784138433,0.42169258298762446,0.8486527480371162,0.2303608092739219,-0.020374964014221144,0.45775273886696205
GPT-5,Psychopathy,Narcissism,discriminant,73,0.1707486055807449,0.14864695314694523,-0.06174421050438092,0.38566552664910625,0.791113737327714,0.1919719174618539,-0.06941874835451665,0.4336020806609369
GPT-5,Psychopathy,Psychopathy,convergent,73,0.4845406540238347,1.4003509435057679e-05,0.2864004221578138,0.6429354489250737,0.7044660546823405,0.5772981764042878,0.34122718096011617,0.7660151096255783
GPT-OSS-120B,Machiavellianism,Machiavellianism,convergent,72,-0.03772089696489313,0.7530785384443768,-0.2670557217001819,0.19565746063092332,0.8486527480371162,-0.04094652027281457,-0.28989243105074725,0.21238869758870854
GPT-OSS-120B,Machiavellianism,Narcissism,discriminant,72,-0.05633249839113547,0.6383514698783725,-0.2842909253865155,0.17765453330911893,0.791113737327714,-0.06333438387260591,-0.3196270556812599,0.19973622208595243
GPT-OSS-120B,Machiavellianism,Psychopathy,discriminant,72,-0.005145918123621928,0.9657807385468364,-0.23653249331194953,0.2267930093696946,0.7044660546823405,-0.006131021461300505,-0.2818128384385904,0.2702088867943058
GPT-OSS-120B,Narcissism,Machiavellianism,discriminant,73,0.04234408632570688,0.7220628091458304,-0.18956997935574463,0.2697831391440385,0.8486527480371162,0.04596505196530868,-0.20578065813311258,0.2928530778710295
GPT-OSS-120B,Narcissism,Narcissism,convergent,73,0.20689962290320732,0.0790375525089925,-0.024325571663805258,0.41711202042512907,0.791113737327714,0.23261634960808295,-0.02734913482762313,0.46895723736692013
GPT-OSS-120B,Narcissism,Psychopathy,discriminant,73,0.09649389392786017,0.4167273629794119,-0.1366060494084875,0.31946893278383387,0.7044660546823405,0.11496609941002447,-0.162757082516,0.3806261265847451
GPT-OSS-120B,Psychopathy,Machiavellianism,discriminant,73,0.23283467824482912,0.04744113248053287,0.0029240347935856554,0.4393661475293728,0.8486527480371162,0.2527450469123054,0.003174077489869929,0.4769376211743769
GPT-OSS-120B,Psychopathy,Narcissism,discriminant,73,0.16413305360695224,0.16526512072156715,-0.06852171619149353,0.3798563308891598,0.791113737327714,0.1845340810405371,-0.07703866863403165,0.42707082703719457
GPT-OSS-120B,Psychopathy,Psychopathy,convergent,73,0.48314375987020575,1.4947869800208595e-05,0.28472528378139117,0.6418642507714823,0.7044660546823405,0.5756338693109141,0.339231364258457,0.7647388477980094
Grok-4,Machiavellianism,Machiavellianism,convergent,73,0.11164467840578884,0.3470263714810218,-0.12154456655731914,0.3331546169189163,0.8486527480371162,0.12119173867867349,-0.13193819498040213,0.36164363451771453
Grok-4,Machiavellianism,Narcissism,discriminant,73,-0.11848869324308432,0.31807708659210077,-0.3393063532591288,0.11470549829426552,0.791113737327714,-0.13321632444411252,-0.3814806628762863,0.1289628947543848
Grok-4,Machiavellianism,Psychopathy,discriminant,73,0.18122772517998992,0.1249260022101705,-0.05096449456444705,0.3948326260021963,0.7044660546823405,0.21592086111139644,-0.06072082812678553,0.47041698788967223
Grok-4,Narcissism,Machiavellianism,discriminant,73,0.1523440503908859,0.198203216506373,-0.08054632554532827,0.3694619160784668,0.8486527480371162,0.1653714320096568,-0.08743407546517366,0.401055676136749
Grok-4,Narcissism,Narcissism,convergent,73,0.23889309398193634,0.04180580327058822,0.009339108124741981,0.44452842909048323,0.791113737327714,0.2685864705256419,0.010499918801635437,0.4997813868438945
Grok-4,Narcissism,Psychopathy,discriminant,73,0.09817778749693315,0.40860425432914255,-0.13493738732775448,0.3209946002658362,0.7044660546823405,0.11697234734528425,-0.16076898189277597,0.3824438585910174
Grok-4,Psychopathy,Machiavellianism,discriminant,73,0.3077417835454545,0.008083207616104433,0.08359300076060469,0.5022491600587302,0.8486527480371162,0.33405767605324405,0.0907412807149084,0.5451979424956167
Grok-4,Psychopathy,Narcissism,discriminant,73,0.2940350048996977,0.01157116858168257,0.06860897637667432,0.4908943434542346,0.791113737327714,0.3305822820603226,0.07713677488216328,0.551910383476153
Grok-4,Psychopathy,Psychopathy,convergent,73,0.506747755603442,4.7705800947270665e-06,0.3131946091033075,0.6598819816352303,0.7044660546823405,0.6037564707469157,0.3731506844544343,0.7862057837180514
LLaMA-3,Machiavellianism,Machiavellianism,convergent,73,0.049246343552640494,0.679057279301982,-0.18289310735916384,0.27618445842116607,0.8486527480371162,0.053457541227529985,-0.19853282744601541,0.29980179252639966
LLaMA-3,Machiavellianism,Narcissism,discriminant,73,-0.028269244380919482,0.8123378381409925,-0.25666720212017796,0.20311908431900558,0.791113737327714,-0.03178298897695266,-0.2885698232966198,0.22836590645758512
LLaMA-3,Machiavellianism,Psychopathy,discriminant,73,0.14615353518911303,0.21726951445907983,-0.08683353209029274,0.36398186884754336,0.7044660546823405,0.1741322810357301,-0.10345641652599773,0.4336603490025736
LLaMA-3,Narcissism,Machiavellianism,discriminant,73,-0.10060608121812281,0.3970540972110566,-0.3231926863685831,0.13252872796932844,0.8486527480371162,-0.10920919902833404,-0.35082983039170906,0.1438616438940189
LLaMA-3,Narcissism,Narcissism,convergent,73,0.26958916533410826,0.021082840136113147,0.04213527135976266,0.4704758172633079,0.791113737327714,0.3030979305518013,0.04737250303273538,0.5289539229458579
LLaMA-3,Narcissism,Psychopathy,discriminant,73,-0.015256212868317248,0.8980644830705218,-0.24446542722898443,0.21556769722025462,0.7044660546823405,-0.018176769677786288,-0.29126440508384177,0.25683466900757324
LLaMA-3,Psychopathy,Machiavellianism,discriminant,73,0.12950629943314315,0.2748283666270675,-0.10364922302016374,0.3491699999281067,0.8486527480371162,0.14058075872723125,-0.11251256871241894,0.3790285393802112
LLaMA-3,Psychopathy,Narcissism,discriminant,73,0.07298881347231448,0.5394317215262384,-0.1597612280968197,0.2980511156201988,0.791113737327714,0.08206100675252542,-0.1796188565610498,0.33509757794301204
LLaMA-3,Psychopathy,Psychopathy,convergent,73,0.14747334242956028,0.2131001434410136,-0.08549466523791871,0.3651514717974026,0.7044660546823405,0.1757047441650631,-0.1018612451282936,0.43505385364344035
MODEL_AVERAGE,Machiavellianism,Machiavellianism,convergent,73,0.034669366036969414,0.7709059157491144,-0.19696899220024744,0.26264173735119617,0.8486527480371162,0.037634044084360205,-0.2138123820265878,0.28510099409743617
MODEL_AVERAGE,Machiavellianism,Narcissism,discriminant,73,-0.0993728314533672,0.40289576194178306,-0.32207665147611064,0.13375235029098514,0.791113737327714,-0.11172444385611893,-0.3621093838117683,0.15037718793110602
MODEL_AVERAGE,Machiavellianism,Psychopathy,discriminant,73,0.12213425124630625,0.3033084680908489,-0.11105352948268908,0.3425754678547635,0.7044660546823405,0.14551489113548646,-0.1323129432405946,0.40815603650807886
MODEL_AVERAGE,Narcissism,Machiavellianism,discriminant,73,0.07116735820773398,0.5496272962110459,-0.16154493946626994,0.2963818915116534,0.8486527480371162,0.0772530854270976,-0.17535911579680977,0.32172636670256943
MODEL_AVERAGE,Narcissism,Narcissism,convergent,73,0.28874908481395717,0.013230266479342072,0.06285754208403348,0.48649749840352957,0.791113737327714,0.3246393450099238,0.07067046222585288,0.5469670296356007
MODEL_AVERAGE,Narcissism,Psychopathy,discriminant,73,0.09402871739843549,0.42878595297227534,-0.13904654398641392,0.3172333082323709,0.7044660546823405,0.11202900444568425,-0.16566477056582907,0.3779625276359957
